id,forwardPivotInt,InnerForwardPivotInt
1324785701469278208,None,Official sources may not have called the race when this was Tweeted
1325114384260222979,None,Official sources may not have called the race when this was Tweeted
1324092470058102785,None,Official sources may not have called the race when this was Tweeted
1324092319432282112,None,Official sources may not have called the race when this was Tweeted
1328338604435808258,None,Multiple sources called this election differently
1324090918828302337,None,Official sources may not have called the race when this was Tweeted
1328385846274256897,None,Multiple sources called this election differently
1325199025105235969,None,This claim about election fraud is disputed
1325930511328444422,None,This claim about election fraud is disputed
1273833828629409792,None,Manipulated media
1324410569600897024,None,Learn about US 2020 election security efforts
1332740405113352193,None,Multiple sources called this election differently
1329783108808417281,None,This claim about election fraud is disputed
1335707180750807040,None,This claim about election fraud is disputed
1324402259049013253,None,Learn about US 2020 election security efforts
1328468343116926977,None,Multiple sources called this election differently
1328015908615434241,None,This claim about election fraud is disputed
1325129388803940352,None,Official sources may not have called the race when this was Tweeted
1327777484310450176,None,This claim about election fraud is disputed
1329124434473590787,None,This claim about election fraud is disputed
1325108737867067394,None,Official sources may not have called the race when this was Tweeted
1325130585015250944,None,Official sources may not have called the race when this was Tweeted
1325925234046767104,None,This claim about election fraud is disputed
1325137752086597632,None,Official sources may not have called the race when this was Tweeted
1326548850757169154,None,This claim about election fraud is disputed
1326411227225071617,None,This claim about election fraud is disputed
1327297412927459328,None,This claim about election fraud is disputed
1325142763969470464,None,Official sources may not have called the race when this was Tweeted
1324389038963400706,None,Learn about US 2020 election security efforts
1328350856547360769,None,Multiple sources called this election differently
1325101118792355840,None,Official sources may not have called the race when this was Tweeted
1327081883017105409,None,This claim about election fraud is disputed
1328333444544225280,None,Multiple sources called this election differently
1324719306886705153,None,Official sources may not have called the race when this was Tweeted
1331100393036795908,None,This claim about election fraud is disputed
1331659301442695168,None,This claim about election fraud is disputed
1325115871560429574,None,Official sources may not have called the race when this was Tweeted
1333777229625626624,None,Multiple sources called this election differently
1323866298036576257,None,Learn about US 2020 election security efforts
1328221853157089280,None,Multiple sources called this election differently
1325114596915617793,None,Official sources may not have called the race when this was Tweeted
1324091165235388416,None,Official sources may not have called the race when this was Tweeted
1324733218076172289,None,Official sources may not have called the race when this was Tweeted
1325195568407310336,None,This claim about election fraud is disputed
1327987091666513921,None,This claim about election fraud is disputed
1325105670132207616,None,Official sources may not have called the race when this was Tweeted
1324652647719358465,None,Manipulated media
1325131940106809345,None,Official sources may not have called the race when this was Tweeted
1324774653466869761,None,Manipulated media
1324005889129459714,None,Learn about US 2020 election security efforts
1325124518529159168,None,Official sources may not have called the race when this was Tweeted
1332063866377932813,None,This claim about election fraud is disputed
1325123149482975233,None,Official sources may not have called the race when this was Tweeted
1273810598858379264,None,Manipulated media
1338278493436702722,None,This claim about election fraud is disputed
1336846865632006145,None,This claim about election fraud is disputed
1338656770684833792,None,This claim about election fraud is disputed
1331042057096409088,None,Learn how voting by mail is safe and secure
1330653769319796736,None,Multiple sources called this election differently
1332831786909437952,None,This claim about election fraud is disputed
1332416698008412160,None,Multiple sources called this election differently
1333245365454254080,None,This claim about election fraud is disputed
1334596092617498624,None,This claim about election fraud is disputed
1333518034615611392,None,Multiple sources called this election differently
1335360796352786432,None,This claim about election fraud is disputed
1324688007878901761,None,Manipulated media
1332171641820909569,None,This claim about election fraud is disputed
1328066509453762560,None,This claim about election fraud is disputed
1328253697038553089,None,Multiple sources called this election differently
1328053204441919488,None,This claim about election fraud is disputed
1334439119976427521,None,This claim about election fraud is disputed
1328403793721974785,None,Multiple sources called this election differently
1336824712941461506,None,This claim about election fraud is disputed
1324932709790134275,None,Learn about US 2020 election security efforts
1326505164849754114,This claim about election fraud is disputed,None
1325959011678695424,None,This claim about election fraud is disputed
1325878701892964353,This claim about election fraud is disputed,None
1335648632058630149,None,This claim about election fraud is disputed
1325795374859251714,None,This claim about election fraud is disputed
1334652968851927040,None,This claim about election fraud is disputed
1326354475683078147,None,This claim about election fraud is disputed
1327322853600075787,None,This claim about election fraud is disputed
1328337261046493185,None,Multiple sources called this election differently
1328074282702868487,None,This claim about election fraud is disputed
1324112660129062915,None,Official sources may not have called the race when this was Tweeted
1324372274640789504,None,Some votes may still need to be counted
1338872241052938242,None,This claim about election fraud is disputed
1323867129469423616,None,Learn about US 2020 election security efforts
1337632460667039745,None,This claim about election fraud is disputed
1327415599492947970,None,Multiple sources called this election differently
1325195468784037889,None,This claim about election fraud is disputed
1337042069433561098,None,This claim about election fraud is disputed
1325113517343698947,None,Official sources may not have called the race when this was Tweeted
1337794738569662465,None,This claim about election fraud is disputed
1333991870142156804,None,This claim about election fraud is disputed
1334621536603365377,None,This claim about election fraud is disputed
1329067125416202241,None,This claim about election fraud is disputed
1332032439959519232,None,This claim about election fraud is disputed
1334624295767531521,None,This claim about election fraud is disputed
1331835890461655046,None,This claim about election fraud is disputed
1331245106653892608,None,This claim about election fraud is disputed
1329056717494050816,None,Multiple sources called this election differently
1334036056438571009,None,This claim about election fraud is disputed
1333281239160156160,None,This claim about election fraud is disputed
1333136751208980480,None,This claim about election fraud is disputed
1338724041457168385,None,This claim about election fraud is disputed
1336870717757874176,None,This claim about election fraud is disputed
1330344486170357761,None,This claim about election fraud is disputed
1332196969868001280,None,Multiple sources called this election differently
1337645343060549632,None,This claim about election fraud is disputed
1332031064726966274,None,This claim about election fraud is disputed
1338327849049096194,None,This claim about election fraud is disputed
1333809854159360000,None,This claim about election fraud is disputed
1338351271531581440,None,This claim about election fraud is disputed
1329131615256100864,None,This claim about election fraud is disputed
1334342485926035456,None,This claim about election fraud is disputed
1329764540838363136,None,This claim about election fraud is disputed
1334343651892158464,None,This claim about election fraud is disputed
1337075864782049281,None,This claim about election fraud is disputed
1334534204885925891,None,This claim about election fraud is disputed
1329540518649335808,None,Multiple sources called this election differently
1334917373833269248,None,This claim about election fraud is disputed
1337044836453670913,None,This claim about election fraud is disputed
1335411817699569665,None,This claim about election fraud is disputed
1333978208832806917,None,This claim about election fraud is disputed
1336678305672605696,None,This claim about election fraud is disputed
1337795420823687169,None,This claim about election fraud is disputed
1337763879347236872,None,This claim about election fraud is disputed
1338268443620110340,None,This claim about election fraud is disputed
1336150822216986624,None,This claim about election fraud is disputed
1324373864118444032,None,Some votes may still need to be counted
1328240249668038656,None,Multiple sources called this election differently
1327964624067682304,None,This claim about election fraud is disputed
1323878786073583616,None,Learn about US 2020 election security efforts
1325100293143584768,None,Official sources may not have called the race when this was Tweeted
1324635052114874372,None,Learn about US 2020 election security efforts
1325114162192789504,None,Official sources may not have called the race when this was Tweeted
1328252642175356928,None,Multiple sources called this election differently
1328344293732454401,None,Multiple sources called this election differently
1328344661774245889,None,Multiple sources called this election differently
1324113206093205511,None,Official sources may not have called the race when this was Tweeted
1325161766460956672,None,Official sources may not have called the race when this was Tweeted
1323971871528943617,None,Official sources may not have called the race when this was Tweeted
1327965718671921153,None,This claim about election fraud is disputed
1325119493907963905,None,Official sources may not have called the race when this was Tweeted
1325299074317344770,None,This claim about election fraud is disputed
1324034451765141505,None,Learn about US 2020 election security efforts
1324009265493909506,None,Learn about US 2020 election security efforts
1324117648158969857,None,Official sources may not have called the race when this was Tweeted
1329506216456953859,None,This claim about election fraud is disputed
1337257209508446214,None,Multiple sources called this election differently
1324732943235981312,None,Official sources may not have called the race when this was Tweeted
1325499069888946178,None,This claim about election fraud is disputed
1324011587334791180,None,Learn about US 2020 election security efforts
1325107708022943745,None,Official sources may not have called the race when this was Tweeted
1327970011848249345,None,This claim about election fraud is disputed
1327445426673422336,None,This claim about election fraud is disputed
1338872159045885954,None,This claim about election fraud is disputed
1337583427525242880,None,This claim about election fraud is disputed
1338721024871976961,None,This claim about election fraud is disputed
1324416105654423553,None,Some votes may still need to be counted
1323866030431735809,None,Learn about US 2020 election security efforts
1323432216932896769,None,Learn how voting by mail is safe and secure
1333412294760538114,None,This claim about election fraud is disputed
1333774241767055362,None,Multiple sources called this election differently
1331092760376578048,None,This claim about election fraud is disputed
1320875285601046529,None,Learn how voting by mail is safe and secure
1324086760603852802,None,Official sources may not have called the race when this was Tweeted
1324108720473808898,None,Official sources may not have called the race when this was Tweeted
1331226690555666432,None,This claim about election fraud is disputed
1325126598065065986,None,This claim about election fraud is disputed
1327709358067654657,None,This claim about election fraud is disputed
1326927509141692416,None,This claim about election fraud is disputed
1327287659253825536,None,This claim about election fraud is disputed
1332393493008838656,None,This claim about election fraud is disputed
1325125097099681798,None,Official sources may not have called the race when this was Tweeted
1325100526980141056,None,Official sources may not have called the race when this was Tweeted
1328266358887387136,None,Multiple sources called this election differently
1334029450162302976,None,Manipulated media
1332622706102005763,None,Manipulated media
1324740323541540865,None,Manipulated media
1324013262116130816,Learn about US 2020 election security efforts,None
1324536309445177344,None,Learn about US 2020 election security efforts
1327794487159005184,None,This claim about election fraud is disputed
1328381700058066946,None,Multiple sources called this election differently
1328466389108080640,None,This claim about election fraud is disputed
1320883855742717952,None,Learn how voting by mail is safe and secure
1325201497567604736,None,This claim about election fraud is disputed
1328215887006994432,None,Multiple sources called this election differently
1326553592518516740,None,This claim about election fraud is disputed
1324091254775279616,None,Official sources may not have called the race when this was Tweeted
1325101352851173377,None,Official sources may not have called the race when this was Tweeted
1328857020141809664,None,This claim about election fraud is disputed
1337580891611213825,None,This claim about election fraud is disputed
1328858227220549633,None,This claim about election fraud is disputed
1330257529050460163,None,Multiple sources called this election differently
1327410559441047555,None,Multiple sources called this election differently
1327980364602683392,None,This claim about election fraud is disputed
1328253635638288385,None,Multiple sources called this election differently
1324116569161637892,None,Official sources may not have called the race when this was Tweeted
1325105223615082502,None,Official sources may not have called the race when this was Tweeted
1327325473697898507,None,This claim about election fraud is disputed
1327994408793501698,None,This claim about election fraud is disputed
1331121160784916480,None,This claim about election fraud is disputed
1328222830513811456,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1338948453137854468,None,Multiple sources called this election differently
1338880093188403200,None,Multiple sources called this election differently
1325204136086839302,None,This claim about election fraud is disputed
1337448818615459845,None,This claim about election fraud is disputed
1324037142842990592,None,Official sources may not have called the race when this was Tweeted
1325126522412347397,None,Official sources may not have called the race when this was Tweeted
1325170648281276418,None,Official sources may not have called the race when this was Tweeted
1320877170651099137,None,Learn how voting by mail is safe and secure
1329535511854104576,None,This claim about election fraud is disputed
1258821274714861569,None,Manipulated media
1320876927029268481,None,Learn how voting by mail is safe and secure
1326377882004938752,None,This claim about election fraud is disputed
1325121594834890754,None,Official sources may not have called the race when this was Tweeted
1324743386985889794,None,Official sources may not have called the race when this was Tweeted
1325115250241376256,None,Official sources may not have called the race when this was Tweeted
1337632573628047363,None,This claim about election fraud is disputed
1327310075762012162,None,Learn about US 2020 election security efforts
1324527727773437953,Learn about US 2020 election security efforts,None
1324153802199617537,None,Learn about US 2020 election security efforts
1325806654227615745,None,This claim about election fraud is disputed
1338527075276296192,This claim about election fraud is disputed,None
1338607894204469249,None,This claim about election fraud is disputed
1338716239137533952,None,This claim about election fraud is disputed
1324028010731884551,Official sources may not have called the race when this was Tweeted,None
1325287258895880193,None,This claim about election fraud is disputed
1324352107609268228,None,Learn about US 2020 election security efforts
1323944960627015685,None,Learn about US 2020 election security efforts
1333217313441554432,None,This claim about election fraud is disputed
1334363439544762368,None,This claim about election fraud is disputed
1333988392091181057,None,This claim about election fraud is disputed
1329479937724534785,None,This claim about election fraud is disputed
1326234679100338176,None,This claim about election fraud is disputed
1324614477325561859,None,Learn about US 2020 election security efforts
1332408384037953536,None,This claim about election fraud is disputed
1325118642267287552,None,Official sources may not have called the race when this was Tweeted
1328264603017629696,None,Multiple sources called this election differently
1324008102493081600,None,Learn about US 2020 election security efforts
1328719150290755591,None,Multiple sources called this election differently
1325192518619734020,None,This claim about election fraud is disputed
1333255331795906563,None,This claim about election fraud is disputed
1327422614160150528,None,Multiple sources called this election differently
1335280160522776581,Multiple sources called this election differently,None
1333777813774737413,None,Multiple sources called this election differently
1334233612921790470,None,This claim about election fraud is disputed
1279594304931942400,None,Manipulated media
1325198936005632010,None,This claim about election fraud is disputed
1325297303733768192,None,This claim about election fraud is disputed
1328225873468690432,None,Multiple sources called this election differently
1327980894716522497,None,This claim about election fraud is disputed
1325101933682585600,None,Official sources may not have called the race when this was Tweeted
1328678927783497729,None,Multiple sources called this election differently
1338256510628065283,None,This claim about election fraud is disputed
1336667381092012035,None,This claim about election fraud is disputed
1334242888608169985,None,This claim about election fraud is disputed
1332170477486432256,None,Multiple sources called this election differently
1333989216275943426,None,This claim about election fraud is disputed
1323927195488800769,None,Learn about US 2020 election security efforts
1324419506148696064,None,This claim about election fraud is disputed
1325981002729222144,None,This claim about election fraud is disputed
1325130253333745666,None,Official sources may not have called the race when this was Tweeted
1334951897015480320,None,This claim about election fraud is disputed
1334915964077547523,None,This claim about election fraud is disputed
1333294306216599555,None,This claim about election fraud is disputed
1326461501008465920,None,This claim about election fraud is disputed
1337767760454148096,None,This claim about election fraud is disputed
1325125659304189953,None,Official sources may not have called the race when this was Tweeted
1328214699335323648,None,Multiple sources called this election differently
1325145671452667904,None,Official sources may not have called the race when this was Tweeted
1323438743597010945,None,Learn how voting by mail is safe and secure
1325933938024517639,None,This claim about election fraud is disputed
1337541328750727170,None,This claim about election fraud is disputed
1329509994555985923,None,This claim about election fraud is disputed
1329171735279792129,None,This claim about election fraud is disputed
1333913272043638794,None,This claim about election fraud is disputed
1334599384194048000,None,This claim about election fraud is disputed
1330739247658176513,None,This claim about election fraud is disputed
1329824824307445766,Learn how voting by mail is safe and secure,None
1333217201193676802,Learn how voting by mail is safe and secure,None
1331374532964339713,Learn how voting by mail is safe and secure,None
1329091000933904385,None,This claim about election fraud is disputed
1333620900969721856,Multiple sources called this election differently,None
1330603631440257026,This claim about election fraud is disputed,None
1330542490647228416,None,This claim about election fraud is disputed
1333588666032279553,Multiple sources called this election differently,None
1330690480632442882,This claim about election fraud is disputed,None
1324006497328762880,None,Learn about US 2020 election security efforts
1324667934468382721,None,Manipulated media
1328649685901451264,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1331657484264673282,None,This claim about election fraud is disputed
1324016281637584897,None,Learn about US 2020 election security efforts
1323866174728359937,None,Learn about US 2020 election security efforts
1324008345498431489,None,Learn about US 2020 election security efforts
1327117074460766208,None,This claim about election fraud is disputed
1329062047368286210,None,This claim about election fraud is disputed
1327971638483308546,None,This claim about election fraud is disputed
1324654901071351809,None,Manipulated media
1328228629415825416,None,Multiple sources called this election differently
1265525599277395972,None,Manipulated media
1337048151744778249,None,This claim about election fraud is disputed
1332747580468445185,None,This claim about election fraud is disputed
1326098478070697984,None,This claim about election fraud is disputed
1323861836534583296,None,Official sources may not have called the race when this was Tweeted
1258774365237243910,None,Manipulated media
1328336936239509506,None,Multiple sources called this election differently
1330997883621892096,None,This claim about election fraud is disputed
1328415602302615553,None,Multiple sources called this election differently
1331656409390346240,None,This claim about election fraud is disputed
1337747944397623296,None,This claim about election fraud is disputed
1334722608282132481,None,Official sources may not have called the race when this was Tweeted
1338566122904428544,Multiple sources called this election differently,None
1338574820649254913,Election officials have certified Joe Biden as the winner of the U.S. Presidential election,None
1332379151643402240,None,This claim about election fraud is disputed
1329597175907704838,None,Official sources may not have called the race when this was Tweeted
1334207865104592897,None,Multiple sources called this election differently
1338561409349771264,Multiple sources called this election differently,None
1324538193346256897,None,Learn about US 2020 election security efforts
1329532308404248577,None,Multiple sources called this election differently
1325920020812193793,None,This claim about election fraud is disputed
1327968700641779713,None,This claim about election fraud is disputed
1328457577156407296,None,Multiple sources called this election differently
1325212738759614469,None,Official sources may not have called the race when this was Tweeted
1325127964560826368,None,Official sources may not have called the race when this was Tweeted
1325115603330297858,None,Official sources may not have called the race when this was Tweeted
1325130184190689280,None,Official sources may not have called the race when this was Tweeted
1328419891209125890,None,This claim about election fraud is disputed
1323866972589756417,None,Learn about US 2020 election security efforts
1334864325190803457,None,This claim about election fraud is disputed
1332382685650628609,None,Multiple sources called this election differently
1337052826179137542,None,This claim about election fraud is disputed
1325118076774473735,None,Official sources may not have called the race when this was Tweeted
1325124655884226560,None,Official sources may not have called the race when this was Tweeted
1328795014474809345,None,Multiple sources called this election differently
1331344331936960512,None,This claim about election fraud is disputed
1328010829984313346,None,This claim about election fraud is disputed
1326285078805278720,None,This claim about election fraud is disputed
1329410932653641730,None,This claim about election fraud is disputed
1325146456647299072,None,Official sources may not have called the race when this was Tweeted
1327633939809398784,None,This claim about election fraud is disputed
1330834890888245250,None,This claim about election fraud is disputed
1326323196421935104,None,This claim about election fraud is disputed
1333030184468041728,None,This claim about election fraud is disputed
1334827139066114049,None,This claim about election fraud is disputed
1328392514861215745,None,This claim about election fraud is disputed
1332738206467493890,None,This claim about election fraud is disputed
1325623614796861441,None,This claim about election fraud is disputed
1326592604805484544,None,This claim about election fraud is disputed
1326316146350575616,Learn how voting by mail is safe and secure,None
1327970205092503555,None,This claim about election fraud is disputed
1325112234490687497,None,This claim about election fraud is disputed
1325962776490242048,None,Multiple sources called this election differently
1325162356037529600,None,This claim about election fraud is disputed
1334096978423259138,None,This claim about election fraud is disputed
1326375587980644357,None,This claim about election fraud is disputed
1338496868557402112,None,This claim about election fraud is disputed
1325954877122621441,Multiple sources called this election differently,None
1334584283210653697,None,This claim about election fraud is disputed
1325058188522172416,None,This claim about election fraud is disputed
1326321195684421634,None,Learn how voting by mail is safe and secure
1325436965345513472,None,This claim about election fraud is disputed
1333420964877643777,None,This claim about election fraud is disputed
1331989140599140352,None,This claim about election fraud is disputed
1327766642873561088,None,This claim about election fraud is disputed
1331354862777405444,None,This claim about election fraud is disputed
1330161895375056896,None,This claim about election fraud is disputed
1331079170328309764,None,This claim about election fraud is disputed
1338866545850634241,None,This claim about election fraud is disputed
1334320262565818368,None,This claim about election fraud is disputed
1334997001096859650,None,This claim about election fraud is disputed
1332800969197965312,None,This claim about election fraud is disputed
1329822996496850945,None,This claim about election fraud is disputed
1326322650969464833,None,This claim about election fraud is disputed
1334622207855763461,None,This claim about election fraud is disputed
1327494980533796865,None,Multiple sources called this election differently
1325197741409009665,None,Official sources may not have called the race when this was Tweeted
1335688527946936321,None,This claim about election fraud is disputed
1335817015697625090,None,This claim about election fraud is disputed
1335452803305652230,This claim about election fraud is disputed,None
1325123672248442886,None,Official sources may not have called the race when this was Tweeted
1325116468976115714,None,Official sources may not have called the race when this was Tweeted
1328731281484615682,None,Multiple sources called this election differently
1328367908167307265,None,Multiple sources called this election differently
1329892274239533057,None,Multiple sources called this election differently
1324132555520581632,None,Official sources may not have called the race when this was Tweeted
1325115262580875264,None,Official sources may not have called the race when this was Tweeted
1326033717060534272,None,This claim about election fraud is disputed
1324716200983629824,None,Learn about US 2020 election security efforts
1324345274819641344,None,Learn about US 2020 election security efforts
1324024670539177986,None,Learn how voting by mail is safe and secure
1324117939172347910,None,Official sources may not have called the race when this was Tweeted
1328019811138498565,None,This claim about election fraud is disputed
1333918004887875586,None,This claim about election fraud is disputed
1325196022008573952,None,This claim about election fraud is disputed
1325125390076006403,None,Official sources may not have called the race when this was Tweeted
1329521788183666690,None,Multiple sources called this election differently
1325109908354834432,None,Official sources may not have called the race when this was Tweeted
1325113226422603776,None,Official sources may not have called the race when this was Tweeted
1329534723471810561,None,Multiple sources called this election differently
1328279897555406850,None,Multiple sources called this election differently
1324388896747212803,None,Learn about US 2020 election security efforts
1331382916388032512,None,This claim about election fraud is disputed
1325125032788549633,None,Official sources may not have called the race when this was Tweeted
1325106507235651586,None,This claim about election fraud is disputed
1325812217229488130,None,This claim about election fraud is disputed
1317671814617849862,Manipulated media,None
1301373465614667777,None,Manipulated media
1328737390328995844,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1328036341620228097,None,This claim about election fraud is disputed
1325137583756640257,None,Official sources may not have called the race when this was Tweeted
1236521989831081984,None,Manipulated media
1325199414151970818,None,This claim about election fraud is disputed
1325194245662076942,None,Official sources may not have called the race when this was Tweeted
1324124053838454789,None,Official sources may not have called the race when this was Tweeted
1329067767761432580,None,This claim about election fraud is disputed
1325198282403024896,None,This claim about election fraud is disputed
1328033049318191106,None,This claim about election fraud is disputed
1329512706735550471,None,This claim about election fraud is disputed
1328399359969411073,None,Multiple sources called this election differently
1325471953969315840,None,This claim about election fraud is disputed
1328406337194102784,None,Multiple sources called this election differently
1329526048539566081,None,Multiple sources called this election differently
1337642360759468032,None,This claim about election fraud is disputed
1324549665988112386,None,Learn about US 2020 election security efforts
1327355027556483073,None,This claim about election fraud is disputed
1325143835895197696,None,Official sources may not have called the race when this was Tweeted
1328381816516984832,None,Multiple sources called this election differently
1324391240104775680,None,Learn about US 2020 election security efforts
1337745816761606146,None,This claim about election fraud is disputed
1328335483793977344,None,Multiple sources called this election differently
1337688636985323522,None,This claim about election fraud is disputed
1325116022735704069,None,Official sources may not have called the race when this was Tweeted
1324130376386859009,None,Official sources may not have called the race when this was Tweeted
1338281850742173698,None,This claim about election fraud is disputed
1328004066425782272,None,This claim about election fraud is disputed
1324389458330951685,None,Learn about US 2020 election security efforts
1332154083663245312,None,This claim about election fraud is disputed
1333046927156408325,None,This claim about election fraud is disputed
1330295561589841923,None,This claim about election fraud is disputed
1329930932317343744,None,This claim about election fraud is disputed
1324344779564437504,None,Learn about US 2020 election security efforts
1326683677502304257,None,This claim about election fraud is disputed
1329218579179270145,None,This claim about election fraud is disputed
1332205691256274944,None,Multiple sources called this election differently
1332457461165428736,None,This claim about election fraud is disputed
1333726133364297729,None,This claim about election fraud is disputed
1324005459297263619,None,Learn about US 2020 election security efforts
1324090708324737025,None,Official sources may not have called the race when this was Tweeted
1324125772848779267,None,Official sources may not have called the race when this was Tweeted
1324090928018137090,None,Official sources may not have called the race when this was Tweeted
1325199940860063744,None,This claim about election fraud is disputed
1325920059093639168,This claim about election fraud is disputed,None
1327411444439244805,None,Multiple sources called this election differently
1331998377744211968,None,This claim about election fraud is disputed
1324092878348521476,None,Official sources may not have called the race when this was Tweeted
1328293099286585344,None,Multiple sources called this election differently
1324614340654161921,None,Learn about US 2020 election security efforts
1328857795144212486,None,This claim about election fraud is disputed
1329609841598373888,None,Multiple sources called this election differently
1324656947422003205,None,Manipulated media
1326612698726019074,None,This claim about election fraud is disputed
1323866774111244290,None,Learn about US 2020 election security efforts
1325120098739347459,None,Official sources may not have called the race when this was Tweeted
1324722301775056896,Official sources may not have called the race when this was Tweeted,None
1324094638009905152,None,Official sources may not have called the race when this was Tweeted
1327708233641975814,None,This claim about election fraud is disputed
1324747851449032704,Manipulated media,None
1327971984806989825,None,This claim about election fraud is disputed
1324111634630168577,None,Official sources may not have called the race when this was Tweeted
1325623641900527616,This claim about election fraud is disputed,None
1326434437081534464,None,This claim about election fraud is disputed
1325104927102828546,None,Official sources may not have called the race when this was Tweeted
1328204816485474304,None,Multiple sources called this election differently
1327422493540315137,None,Multiple sources called this election differently
1331090761362784261,None,This claim about election fraud is disputed
1327351659287089152,None,This claim about election fraud is disputed
1334255751796166658,None,This claim about election fraud is disputed
1324142211806732295,None,Official sources may not have called the race when this was Tweeted
1325570201031643136,None,Learn how voting by mail is safe and secure
1334052754256400385,None,Multiple sources called this election differently
1327297713122152448,None,This claim about election fraud is disputed
1337636218364776449,None,This claim about election fraud is disputed
1325114876289835011,None,Official sources may not have called the race when this was Tweeted
1328370772121882626,None,Multiple sources called this election differently
1325205516176388108,None,This claim about election fraud is disputed
1325113686810382336,None,Official sources may not have called the race when this was Tweeted
1324089490722357249,None,Official sources may not have called the race when this was Tweeted
1324089013406322689,None,Official sources may not have called the race when this was Tweeted
1337768838088306690,None,This claim about election fraud is disputed
1258930217856401410,None,Manipulated media
1338601683136311296,None,Multiple sources called this election differently
1338601353321431042,None,Multiple sources called this election differently
1324401675449389056,None,Learn about US 2020 election security efforts
1328388822892044288,None,Election officials have certified Joe Biden as the winner of the U.S. Presidential election
1327958408985800705,None,This claim about election fraud is disputed
1334616845601607682,None,This claim about election fraud is disputed
1328012909725831168,None,This claim about election fraud is disputed
1328311186140635136,None,Multiple sources called this election differently
1327418402382680066,None,Multiple sources called this election differently
1324138073425383424,None,Official sources may not have called the race when this was Tweeted
1333810048464719874,None,Multiple sources called this election differently
1337043384893124609,None,This claim about election fraud is disputed
1325121788771147776,None,Official sources may not have called the race when this was Tweeted
1331225136666697730,None,This claim about election fraud is disputed
1339266179395940353,None,This claim about election fraud is disputed
1338824730045001730,None,This claim about election fraud is disputed
1325500134038392838,None,This claim about election fraud is disputed
1325847433738407937,None,This claim about election fraud is disputed
1325128354681540608,None,This claim about election fraud is disputed
1336151550650175488,None,This claim about election fraud is disputed
1330248937559773193,None,Multiple sources called this election differently
1325290408767856640,None,Learn about US 2020 election security efforts
1326085490412544000,This claim about election fraud is disputed,None
1328239520303738881,None,Multiple sources called this election differently
1334316366921424896,None,This claim about election fraud is disputed
1324395491199766530,None,Learn about US 2020 election security efforts
1323867987246522369,None,Learn about US 2020 election security efforts
1325159222842073089,None,Official sources may not have called the race when this was Tweeted
1331993722951770112,None,This claim about election fraud is disputed
1337843017294753795,None,This claim about election fraud is disputed
1329823768550797326,None,Multiple sources called this election differently
1337752800634281986,None,This claim about election fraud is disputed
1328344999994462213,None,Multiple sources called this election differently
1325120732741840898,None,This claim about election fraud is disputed
1330813440957448201,This claim about election fraud is disputed,None
1322258355096821760,None,This claim about election fraud is disputed
1324419417837604875,None,This claim about election fraud is disputed
1324563879503036416,Learn about US 2020 election security efforts,None
1325804692325142528,None,This claim about election fraud is disputed
1324110144461021186,None,Official sources may not have called the race when this was Tweeted
1323044787436605440,None,Manipulated media
1328361258148630528,None,Multiple sources called this election differently
1325138600229482496,None,Official sources may not have called the race when this was Tweeted
1328237287193251841,None,Multiple sources called this election differently
1325147532180086785,None,Official sources may not have called the race when this was Tweeted
1325100429244502019,None,Official sources may not have called the race when this was Tweeted
1328272850827042816,None,Multiple sources called this election differently
1339016317043556354,None,This claim about election fraud is disputed
1328222740248195075,None,Multiple sources called this election differently
1325200311334604800,None,This claim about election fraud is disputed
1338700244519948288,None,This claim about election fraud is disputed
1325161209759461376,None,This claim about election fraud is disputed
1325068150665334785,None,Learn about US 2020 election security efforts
1324825653737328641,None,Learn about US 2020 election security efforts
1330429090076237825,None,This claim about election fraud is disputed
1325849765767245825,None,This claim about election fraud is disputed
1329576493094109184,None,This claim about election fraud is disputed
1329522578906517504,None,Multiple sources called this election differently
1332467464748236803,None,This claim about election fraud is disputed
1327350822712139776,None,This claim about election fraud is disputed
1332112312342175744,None,This claim about election fraud is disputed
1325106549161746432,None,Official sources may not have called the race when this was Tweeted
1325114625868800003,None,Official sources may not have called the race when this was Tweeted
1325120062248816644,None,Official sources may not have called the race when this was Tweeted
1325113661162074112,None,Official sources may not have called the race when this was Tweeted
1324118636760453122,None,Official sources may not have called the race when this was Tweeted
1324370925735669761,None,Some votes may still need to be counted
1323868750798606339,None,Learn about US 2020 election security efforts
1328338527050936320,None,Multiple sources called this election differently
1325114667879067651,None,Official sources may not have called the race when this was Tweeted
1323865510942040064,None,Learn about US 2020 election security efforts
1324066591424815109,None,Learn about US 2020 election security efforts
1332414667457609728,None,Multiple sources called this election differently
1333854897045872641,None,Multiple sources called this election differently
1334869417239277569,None,This claim about election fraud is disputed
1331112249667162113,None,This claim about election fraud is disputed
1324008550587387905,None,Learn about US 2020 election security efforts
1324103621487853568,None,Official sources may not have called the race when this was Tweeted
1325130482909130753,None,Official sources may not have called the race when this was Tweeted
1328293230916595712,None,Multiple sources called this election differently
1325116422939291648,None,Official sources may not have called the race when this was Tweeted
1328212910452170754,None,Multiple sources called this election differently
1324110813574041600,None,Official sources may not have called the race when this was Tweeted
1328229563806015489,None,Multiple sources called this election differently
1332386109188280320,None,This claim about election fraud is disputed
1325139830255230978,None,Official sources may not have called the race when this was Tweeted
